Caption,Visual Attributes
Colorful rowboats line the shore of a placid lake.,"{'colorful', 'placid'}"
A solitary lighthouse stands on a windswept coastal cliff.,"{'solitary', 'windswept', 'coastal'}"
Red sandstone arches stand out in a desert landscape.,"{'red', 'sandstone', 'desert'}"
A narrow hiking trail winds up a steep mountain slope.,"{'narrow', 'steep'}"
Bright blue hydrangeas bloom beside a white picket fence.,"{'bright', 'blue', 'white', 'picket'}"
An old steam paddleboat cruises on the Mississippi River.,"{'old', 'steam'}"
Snow-covered evergreens surround a frozen alpine lake.,"{'snow-covered', 'frozen', 'alpine'}"
A winding country road cuts through autumn-colored forests.,"{'winding', 'country', 'autumn-colored'}"
Golden light illuminates mist-covered rolling hills.,"{'golden', 'mist-covered', 'rolling'}"
A wooden dock extends into a calm lake at sunset.,"{'wooden', 'calm'}"
Bright red telephone boxes line a London street.,"{'bright', 'red'}"
An old stone castle stands on a hill overlooking a loch.,"{'old', 'stone', 'overlooking'}"
Colorful houses cling to steep cliffs above the sea.,"{'colorful', 'steep'}"
A solitary tree stands in a snow-covered field.,"{'solitary', 'snow-covered'}"
Bright yellow sunflowers turn their faces to the sun.,"{'bright', 'yellow'}"
An ancient Mayan pyramid rises above the jungle canopy.,"{'ancient', 'Mayan'}"
Snow-capped mountains tower over a green alpine valley.,"{'snow-capped', 'green', 'alpine'}"
A narrow canal winds through colorful Venetian buildings.,"{'narrow', 'colorful', 'Venetian'}"
A rustic wooden bridge crosses a rushing mountain stream.,"{'rustic', 'wooden', 'rushing'}"
Bright red lanterns hang above a narrow Beijing hutong.,"{'bright', 'red', 'narrow', 'Beijing'}"
An old lighthouse stands guard on a foggy Maine coast.,"{'old', 'foggy', 'Maine'}"
Colorful hot air balloons rise above Cappadocia's rock formations.,"{'colorful', 'rock'}"
A wooden canoe rests on the shore of a misty lake.,"{'wooden', 'misty'}"
Bright pink bougainvillea climbs white-washed Greek walls.,"{'bright', 'pink', 'white-washed', 'Greek'}"
An old steam train chugs through the Scottish Highlands.,"{'old', 'steam', 'Scottish'}"
Snow-covered pine trees surround a frozen mountain cabin.,"{'snow-covered', 'frozen'}"
A winding path leads through a blooming lavender field.,"{'winding', 'blooming'}"
A rustic barn stands in a field of tall prairie grass.,"{'rustic', 'tall', 'prairie'}"
Bright coral reefs fringe a tropical island lagoon.,"{'bright', 'tropical'}"
An old covered wagon sits in front of a rocky butte.,"{'old', 'covered', 'rocky'}"
Colorful fishing boats reflect in calm harbor waters.,"{'colorful', 'calm'}"
A solitary elm tree stands in a mist-covered park.,"{'solitary', 'mist-covered'}"
Red and white lighthouses stand on a rocky Great Lakes shore.,"{'red', 'white', 'rocky', 'Great Lakes'}"
A narrow footbridge spans a deep mountain gorge.,"{'narrow', 'deep'}"
Bright blue glacier ice contrasts with dark mountain peaks.,"{'bright', 'blue', 'glacier', 'dark'}"
An old stone arch bridge reflects in a placid river.,"{'old', 'stone', 'arch', 'placid'}"
Snow-covered cedars line a frozen Hokkaido lake.,"{'snow-covered', 'frozen', 'Hokkaido'}"
A winding road snakes through rugged coastal cliffs.,"{'winding', 'rugged', 'coastal'}"
Golden light illuminates terraced rice paddies at dawn.,"{'golden', 'terraced'}"
A wooden windmill stands beside a field of red tulips.,"{'wooden', 'red'}"
Bright pink flamingos wade in Bolivia's red salt flats.,"{'bright', 'pink', 'red', 'salt'}"
Colorful autumn leaves frame a covered bridge.,"{'colorful', 'covered'}"
Two children build a sandcastle on a sunny beach.,{'sunny'}
A tabby cat sleeps on a windowsill in the afternoon light.,{'tabby'}
Fresh strawberries sit in a blue ceramic bowl.,"{'fresh', 'blue', 'ceramic'}"
A yellow school bus drives down a tree-lined street.,"{'yellow', 'tree-lined'}"
An old man feeds pigeons in a bustling city square.,{'bustling'}
A colorful hot air balloon floats over a green valley.,"{'colorful', 'green'}"
A brown horse gallops through a field of wildflowers.,{'brown'}
Raindrops splash in a puddle on a gray sidewalk.,{'gray'}
A fluffy white cloud drifts across a clear blue sky.,"{'fluffy', 'white', 'clear', 'blue'}"
A red-tailed hawk perches on a bare tree branch.,"{'red-tailed', 'bare'}"
Snowflakes fall gently on evergreen trees in a forest.,{'evergreen'}
A lighthouse stands tall on a rocky coastal cliff.,"{'tall', 'rocky', 'coastal'}"
Children fly colorful kites in a windy park.,"{'colorful', 'windy'}"
A rusty old truck sits abandoned in a field of tall grass.,"{'rusty', 'old', 'tall'}"
Autumn leaves cover a winding dirt path through the woods.,"{'winding', 'dirt'}"
A wooden rowboat floats on a calm lake at sunset.,"{'wooden', 'calm'}"
Bright fireworks explode in the night sky over a city skyline.,"{'bright', 'night'}"
A mother duck leads her ducklings across a busy street.,{'busy'}
Snow-capped mountains reflect in a crystal-clear alpine lake.,"{'snow-capped', 'crystal-clear', 'alpine'}"
A surfer rides a large wave on a tropical beach.,"{'large', 'tropical'}"
Colorful umbrellas line a crowded beach on a sunny day.,"{'colorful', 'crowded', 'sunny'}"
A lone tree stands in a golden wheat field at sunrise.,"{'lone', 'golden'}"
Rainbows arch over a cascading waterfall in a lush valley.,"{'cascading', 'lush'}"
A classic red telephone booth stands on a London street corner.,"{'classic', 'red'}"
Bright yellow daffodils bloom in a well-manicured garden.,"{'bright', 'yellow', 'well-manicured'}"
A sleek sports car speeds down an empty highway.,"{'sleek', 'empty'}"
Icicles hang from the eaves of a snow-covered cabin.,{'snow-covered'}
A flock of geese fly in V-formation across a cloudy sky.,{'cloudy'}
A group of penguins waddle across an icy Antarctic landscape.,"{'icy', 'Antarctic'}"
Vibrant fall foliage reflects in a still mountain lake.,"{'vibrant', 'still'}"
A young girl blows bubbles in a sunlit meadow.,{'sunlit'}
A majestic waterfall cascades down moss-covered rocks.,"{'majestic', 'moss-covered'}"
A full moon rises over a silhouetted city skyline.,"{'full', 'silhouetted'}"
A vintage red convertible cruises along a coastal road.,"{'vintage', 'red', 'coastal'}"
Lightning strikes illuminate a stormy sky over farmland.,{'stormy'}
A hummingbird hovers near a bright red feeder.,"{'bright', 'red'}"
Sunlight filters through tall redwood trees in a misty forest.,"{'tall', 'misty'}"
A wooden bridge crosses a babbling brook in a peaceful park.,"{'wooden', 'babbling', 'peaceful'}"
Colorful hot air balloons dot the sky at a festival.,{'colorful'}
A lighthouse beam sweeps across dark ocean waves at night.,{'dark'}
Snow-covered pine trees line a winding mountain road.,"{'snow-covered', 'winding'}"
A rustic barn stands in a field of golden wheat.,"{'rustic', 'golden'}"
Bright neon signs illuminate a busy city street at night.,"{'bright', 'neon', 'busy'}"
A hang glider soars over a scenic coastal landscape.,"{'scenic', 'coastal'}"
Autumn leaves swirl in the wind on a cobblestone street.,{'cobblestone'}
A tractor plows a field as the sun sets on the horizon.,{}
Fishermen cast their lines from a wooden pier at dawn.,{'wooden'}
A vibrant rainbow arches over a green valley after rain.,"{'vibrant', 'green'}"
Stars twinkle in the night sky above a desert landscape.,{'desert'}
A red fox trots through fresh snow in a winter forest.,"{'red', 'fresh'}"
Colorful tulips bloom in neat rows in a Dutch field.,"{'colorful', 'neat'}"
A steam locomotive chugs along an old mountain railway.,{'old'}
Seagulls soar over crashing waves on a rocky shore.,{'rocky'}
A hot air balloon floats over a patchwork of farmland.,{}
Sunlight sparkles on a crystal-clear mountain stream.,{'crystal-clear'}
A lone sailboat glides across a calm blue sea.,"{'lone', 'calm', 'blue'}"
Cherry blossoms frame an ancient temple in Japan.,{'ancient'}
Northern lights dance across the sky in the Arctic night.,{'Arctic'}
A majestic lion rests on a rocky outcrop in the savanna.,"{'majestic', 'rocky'}"
Palm trees sway in the breeze on a tropical beach.,{'tropical'}
A red double-decker bus navigates a busy London street.,"{'red', 'busy'}"
Mist rises from a serene lake at dawn.,{'serene'}
A massive cruise ship docks in a picturesque harbor.,"{'massive', 'picturesque'}"
Skyscrapers tower over a bustling city park.,{'bustling'}
A colorful peacock displays its feathers in a garden.,{'colorful'}
Windmills turn slowly in a field of blooming tulips.,{'blooming'}
A herd of elephants crosses a dusty African plain.,"{'dusty', 'African'}"
Snow-capped mountains reflect in a mirror-like lake.,"{'snow-capped', 'mirror-like'}"
A surfer rides a massive wave off a Hawaiian beach.,"{'massive', 'Hawaiian'}"
Bright lanterns illuminate a narrow alley in an old town.,"{'bright', 'narrow', 'old'}"
A solitary oak tree stands in a misty meadow at sunrise.,"{'solitary', 'misty'}"
Colorful coral reefs teem with fish in crystal-clear water.,"{'colorful', 'crystal-clear'}"
A meandering river cuts through a deep canyon landscape.,"{'meandering', 'deep'}"
Sunflowers turn their faces toward the setting sun.,{}
A gondola glides through a narrow canal in Venice.,{'narrow'}
Wild horses gallop across a windswept prairie.,"{'wild', 'windswept'}"
A rustic wooden cabin nestles in a snowy forest clearing.,"{'rustic', 'wooden', 'snowy'}"
Bright koi fish swim in a tranquil Japanese garden pond.,"{'bright', 'tranquil', 'Japanese'}"
A classic red barn stands out against golden wheat fields.,"{'classic', 'red', 'golden'}"
Towering redwood trees reach skyward in a misty forest.,"{'towering', 'misty'}"
A lone wolf howls on a moonlit snowy hilltop.,"{'lone', 'moonlit', 'snowy'}"
Vibrant autumn leaves carpet a winding forest trail.,"{'vibrant', 'winding'}"
A weathered lighthouse stands guard on a rocky coastline.,"{'weathered', 'rocky'}"
Bright pink flamingos wade in a shallow tropical lagoon.,"{'bright', 'pink', 'shallow', 'tropical'}"
An old steam train puffs through a mountain pass.,{'old'}
Colorful kayaks line the shore of a calm mountain lake.,"{'colorful', 'calm'}"
A majestic bald eagle soars over a pristine wilderness.,"{'majestic', 'pristine'}"
Cherry blossom petals float on a gentle spring breeze.,{'gentle'}
A lone sailboat drifts on a misty morning lake.,"{'lone', 'misty'}"
Towering glaciers reflect in the still waters of a fjord.,"{'towering', 'still'}"
A winding road cuts through a vibrant autumn forest.,"{'winding', 'vibrant'}"
Bright coral reefs contrast with deep blue ocean waters.,"{'bright', 'deep', 'blue'}"
A rustic wooden fence stretches across rolling green hills.,"{'rustic', 'wooden', 'rolling', 'green'}"
Bright wildflowers carpet an alpine meadow in spring.,"{'bright', 'alpine'}"
A solitary tree stands silhouetted against a sunset sky.,"{'solitary', 'silhouetted'}"
Colorful hot air balloons rise above misty valleys at dawn.,"{'colorful', 'misty'}"
Ancient Mayan ruins peek through dense jungle foliage.,"{'ancient', 'dense'}"
A wooden dock extends into a fog-shrouded lake.,"{'wooden', 'fog-shrouded'}"
Snow-capped peaks tower over a lush green valley.,"{'snow-capped', 'lush', 'green'}"
A narrow cobblestone street winds through an old European town.,"{'narrow', 'cobblestone', 'old', 'European'}"
Bright desert wildflowers bloom after a rare rainstorm.,"{'bright', 'desert', 'rare'}"
A pod of dolphins leaps from sparkling turquoise waters.,"{'sparkling', 'turquoise'}"
Golden sunlight filters through tall pine trees in a forest.,"{'golden', 'tall'}"
A solitary lighthouse stands guard on a windswept cliff.,"{'solitary', 'windswept'}"
Bright autumn leaves reflect in a calm forest pond.,"{'bright', 'calm'}"
A winding river cuts through a deep mountain gorge.,"{'winding', 'deep'}"
A rustic log cabin nestles in a snowy mountain clearing.,"{'rustic', 'snowy'}"
Bright tropical fish swim among vibrant coral reefs.,"{'bright', 'tropical', 'vibrant'}"
A lone cypress tree clings to a rocky coastal cliff.,"{'lone', 'rocky', 'coastal'}"
Moonlight illuminates a misty bayou swamp.,{'misty'}
Bright red poppies bloom in a green meadow.,"{'bright', 'red', 'green'}"
A narrow hiking trail winds through towering redwood trees.,"{'narrow', 'towering'}"
Golden sand dunes stretch to the horizon in the Sahara.,{'golden'}
A wooden boardwalk leads through a misty coastal forest.,"{'wooden', 'misty', 'coastal'}"
Bright neon signs reflect in rain-soaked city streets.,"{'bright', 'neon', 'rain-soaked'}"
Snow-capped mountains loom over a tranquil alpine village.,"{'snow-capped', 'tranquil', 'alpine'}"
A winding road cuts through terraced rice paddies in Asia.,"{'winding', 'terraced'}"
Colorful umbrellas shade cafe tables on a cobblestone plaza.,"{'colorful', 'cobblestone'}"
Bright stars twinkle above snow-covered mountain peaks.,"{'bright', 'snow-covered'}"
A lone tree stands silhouetted on a grassy hilltop at sunset.,"{'lone', 'silhouetted', 'grassy'}"
Vibrant fall colors reflect in a still mountain lake.,"{'vibrant', 'still'}"
An old stone bridge arches over a babbling forest stream.,"{'old', 'stone', 'babbling'}"
Bright yellow aspen leaves contrast with dark pine forests.,"{'bright', 'yellow', 'dark'}"
A narrow canal winds through an old European city.,"{'narrow', 'old', 'European'}"
Colorful Victorian houses line a steep San Francisco street.,"{'colorful', 'Victorian', 'steep'}"
A wooden dock extends into a fog-covered lake at dawn.,"{'wooden', 'fog-covered'}"
Bright spring wildflowers carpet a rolling prairie landscape.,"{'bright', 'rolling'}"
Ancient olive trees dot a sun-baked Mediterranean hillside.,"{'ancient', 'sun-baked', 'Mediterranean'}"
A rustic barn stands in a field of purple lavender.,"{'rustic', 'purple'}"
Bright fall foliage lines a winding country road.,"{'bright', 'winding'}"
A solitary fisherman casts his line in a misty mountain lake.,"{'solitary', 'misty'}"
Towering sequoia trees reach skyward in a quiet forest.,"{'towering', 'quiet'}"
Golden light illuminates a dusty African savanna at sunset.,"{'golden', 'dusty', 'African'}"
A narrow path winds through a dense bamboo forest.,"{'narrow', 'dense'}"
Bright blue glacial ice contrasts with dark mountain rocks.,"{'bright', 'blue', 'glacial', 'dark'}"
A wooden windmill stands in a field of blooming tulips.,"{'wooden', 'blooming'}"
Colorful murals adorn the walls of a vibrant city neighborhood.,"{'colorful', 'vibrant'}"
Snow-covered evergreens frame a frozen mountain lake.,"{'snow-covered', 'frozen'}"
A winding river cuts through a deep desert canyon.,"{'winding', 'deep', 'desert'}"
Bright pink cherry blossoms frame an ancient Japanese temple.,"{'bright', 'pink', 'ancient', 'Japanese'}"
An iridescent soap bubble floats in sunlit air.,"{'iridescent','sunlit'}"
Two asymmetrical cacti grow in a terracotta pot.,"{'asymmetrical','terracotta'}"
Four origami cranes perch on a lacquered box.,"{'origami','lacquered'}"
Three fossilized leaves imprint on sedimentary rock.,"{'fossilized','sedimentary'}"
A pockmarked asteroid floats in starry space.,"{'pockmarked','starry'}"
Two intertwined vines climb a latticed trellis.,"{'intertwined','latticed'}"
A phosphorescent algae bloom illuminates dark waves.,"{'phosphorescent','dark'}"
Five iridescent beetle shells display in a shadow box.,{'iridescent'}
A lenticular cloud hovers over a mountain peak.,{'lenticular'}
A patinated copper statue stands in a fountain.,"{'patinated','copper'}"
Four tessellated tiles form a geometric pattern.,"{'tessellated','geometric'}"
A sinewy vine wraps around a gnarled tree trunk.,"{'sinewy','gnarled'}"
Three opaque marbles rest in translucent water.,"{'opaque','translucent'}"
Two undulating waves crash on a pebbled shore.,"{'undulating','pebbled'}"
A crenellated tower rises above medieval walls.,"{'crenellated','medieval'}"
